Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Telerik/Open URL,Chrome 110.0.0.0,,,2023-02-08 23:01:44,2023-02-08 23:02:02,17.636s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-02-08 23:01:44,2023-02-08 23:01:49,5.233s,PASSED
"navigateToUrl(""https://www.telerik.com/support/demos"")",Chrome 110.0.0.0,,,2023-02-08 23:01:49,2023-02-08 23:02:02,12.362s,PASSED
,,,,,,,
Test Cases/Telerik/Platinaline,Chrome 110.0.0.0,,,2023-02-08 23:02:02,2023-02-08 23:02:29,27.328s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-02-08 23:02:02,2023-02-08 23:02:11,9.061s,PASSED
"navigateToUrl(""http://platinaline.com/"")",Chrome 110.0.0.0,,,2023-02-08 23:02:11,2023-02-08 23:02:29,17.732s,PASSED
,,,,,,,
Test Cases/Telerik/Pricing,Chrome 110.0.0.0,,,2023-02-08 23:02:29,2023-02-08 23:03:42,1m - 12.677s,FAILED
"callTestCase(findTestCase(""Telerik/Open URL""), [:], STOP_ON_FAILURE)",Chrome 110.0.0.0,,,2023-02-08 23:02:29,2023-02-08 23:02:48,18.158s,PASSED
"click(findTestObject(""Object Repository/Pricing/button_Get A Free Trial_js-tlrk-nav-drawer-button""))",Chrome 110.0.0.0,,,2023-02-08 23:02:48,2023-02-08 23:02:49,0.977s,PASSED
"click(findTestObject(""Object Repository/Pricing/a_Pricing""))",Chrome 110.0.0.0,,,2023-02-08 23:02:49,2023-02-08 23:03:07,18.323s,PASSED
"click(findTestObject(""Object Repository/Pricing/a_Buy now""))",Chrome 110.0.0.0,,,2023-02-08 23:03:07,2023-02-08 23:03:41,34.589s,FAILED
,,,,,,,
Test Cases/Telerik/quinze,Chrome 110.0.0.0,,,2023-02-08 23:03:42,2023-02-08 23:04:03,21.804s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-02-08 23:03:42,2023-02-08 23:03:55,13.245s,PASSED
"navigateToUrl(""https://www.telerik.com/support/demos"")",Chrome 110.0.0.0,,,2023-02-08 23:03:55,2023-02-08 23:04:03,7.975s,PASSED
,,,,,,,
Test Cases/Telerik/seis,Chrome 110.0.0.0,,,2023-02-08 23:04:03,2023-02-08 23:04:15,11.542s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-02-08 23:04:04,2023-02-08 23:04:09,4.525s,PASSED
"navigateToUrl(""https://www.telerik.com/support/demos"")",Chrome 110.0.0.0,,,2023-02-08 23:04:09,2023-02-08 23:04:15,6.214s,PASSED
,,,,,,,
Test Cases/Telerik/Services,Chrome 110.0.0.0,,,2023-02-08 23:04:15,2023-02-08 23:04:35,20.507s,FAILED
"callTestCase(findTestCase(""Telerik/Open URL""), [:], STOP_ON_FAILURE)",Chrome 110.0.0.0,,,2023-02-08 23:04:16,2023-02-08 23:04:34,18.449s,PASSED
"click(findTestObject(""Object Repository/Telerik/Services/a_Services""))",Chrome 110.0.0.0,,,2023-02-08 23:04:34,2023-02-08 23:04:35,1.383s,FAILED
,,,,,,,
Test Cases/Telerik/sete,Chrome 110.0.0.0,,,2023-02-08 23:04:35,2023-02-08 23:04:46,10.815s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-02-08 23:04:36,2023-02-08 23:04:40,4.540s,PASSED
"navigateToUrl(""https://www.telerik.com/support/demos"")",Chrome 110.0.0.0,,,2023-02-08 23:04:40,2023-02-08 23:04:46,5.831s,PASSED
,,,,,,,
Test Cases/Telerik/tres,Chrome 110.0.0.0,,,2023-02-08 23:04:46,2023-02-08 23:05:00,13.259s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-02-08 23:04:47,2023-02-08 23:04:51,4.448s,PASSED
"navigateToUrl(""https://www.telerik.com/support/demos"")",Chrome 110.0.0.0,,,2023-02-08 23:04:51,2023-02-08 23:05:00,8.213s,PASSED
,,,,,,,
Test Cases/Telerik/treze,Chrome 110.0.0.0,,,2023-02-08 23:05:00,2023-02-08 23:05:10,10.938s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-02-08 23:05:00,2023-02-08 23:05:04,4.332s,PASSED
"navigateToUrl(""https://www.telerik.com/support/demos"")",Chrome 110.0.0.0,,,2023-02-08 23:05:04,2023-02-08 23:05:10,6.016s,PASSED
,,,,,,,
Test Cases/Telerik/um,Chrome 110.0.0.0,,,2023-02-08 23:05:10,2023-02-08 23:05:23,12.166s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-02-08 23:05:11,2023-02-08 23:05:16,4.950s,PASSED
"navigateToUrl(""https://www.telerik.com/support/demos"")",Chrome 110.0.0.0,,,2023-02-08 23:05:16,2023-02-08 23:05:23,6.641s,PASSED
