Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""Telerik/Open URL""), [:], STOP_ON_FAILURE)",Chrome 110.0.0.0,,,2023-02-08 23:17:21,2023-02-08 23:17:33,12.292s,PASSED
"click(findTestObject(""Object Repository/Telerik/Services/a_Services""))",Chrome 110.0.0.0,,,2023-02-08 23:17:33,2023-02-08 23:17:35,1.423s,FAILED
,,,,,,,
Test Cases/Telerik/sete,Chrome 110.0.0.0,,,2023-02-08 23:17:35,2023-02-08 23:17:46,11.624s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-02-08 23:17:36,2023-02-08 23:17:41,5.042s,PASSED
"navigateToUrl(""https://www.telerik.com/support/demos"")",Chrome 110.0.0.0,,,2023-02-08 23:17:41,2023-02-08 23:17:46,5.754s,PASSED
,,,,,,,
Test Cases/Telerik/tres,Chrome 110.0.0.0,,,2023-02-08 23:17:46,2023-02-08 23:17:59,12.794s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-02-08 23:17:47,2023-02-08 23:17:52,4.510s,PASSED
"navigateToUrl(""https://www.telerik.com/support/demos"")",Chrome 110.0.0.0,,,2023-02-08 23:17:52,2023-02-08 23:17:59,7.669s,PASSED
,,,,,,,
Test Cases/Telerik/treze,Chrome 110.0.0.0,,,2023-02-08 23:17:59,2023-02-08 23:18:11,11.456s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-02-08 23:18:00,2023-02-08 23:18:05,4.719s,PASSED
"navigateToUrl(""https://www.telerik.com/support/demos"")",Chrome 110.0.0.0,,,2023-02-08 23:18:05,2023-02-08 23:18:11,6.020s,PASSED
,,,,,,,
Test Cases/Telerik/um,Chrome 110.0.0.0,,,2023-02-08 23:18:11,2023-02-08 23:18:22,11.739s,PASSED
"openBrowser("""")",Chrome 110.0.0.0,,,2023-02-08 23:18:11,2023-02-08 23:18:16,5.109s,PASSED
"navigateToUrl(""https://www.telerik.com/support/demos"")",Chrome 110.0.0.0,,,2023-02-08 23:18:16,2023-02-08 23:18:22,6.035s,PASSED
